"OUName","CanonicalName","UserCount"
"E4","us.saas/Infrastructure Servers/East/File Servers/E4","0"
"Application","us.saas/Enterprise Servers/East/E4/Complementary/REC/Application","0"
"Application","us.saas/Enterprise Servers/East/E4/Complementary/UTA/Application","0"
"Application","us.saas/Enterprise Servers/East/E4/Complementary/UTM/Application","0"
"DYC1000","us.saas/Shared Companies/DYC1000","52"
"THO1011","us.saas/Shared Companies/THO1011","65"
"HUS1001","us.saas/Shared Companies/HUS1001","19"
"LEG1004","us.saas/Shared Companies/LEG1004","21"
"YMC1016","us.saas/Shared Companies/YMC1016","27"
"DOR1001","us.saas/Shared Companies/DOR1001","20"
"ALS1002","us.saas/Shared Companies/ALS1002","15"
"OHI1002","us.saas/Shared Companies/OHI1002","11"
"PRO1034","us.saas/Shared Companies/PRO1034","15"
"MIL1018","us.saas/Shared Companies/MIL1018","24"
"E4","us.saas/Application and Service Accounts/Interactive Service Accounts/E4","25"
"ATOS","us.saas/Shared Companies/ACS1000/ATOS","10"
"Solutions Expressions","us.saas/Internal Employees/Services/Solutions Expressions","0"
"AMY1001","us.saas/Shared Companies/AMY1001","27"
"CAR1039","us.saas/Shared Companies/CAR1039","15"
"GRE1028","us.saas/Shared Companies/GRE1028","30"
"WRC1000","us.saas/Shared Companies/WRC1000","13"
"MIN1006","us.saas/Shared Companies/MIN1006","8"
"CYP1000","us.saas/Shared Companies/CYP1000","47"
"WES1023","us.saas/Shared Companies/WES1023","46"
"ALA1010","us.saas/Shared Companies/ALA1010","26"
"PRI1014","us.saas/Shared Companies/PRI1014","50"
"SOU1035","us.saas/Shared Companies/SOU1035","40"
"NZ13 Environment","us.saas/Environment User Types/NZ13 Environment","0"
"Application","us.saas/Enterprise Servers/East/E0/UDES/Application","0"
"JEW1002","us.saas/Shared Companies/JEW1002","34"
"P6 MPS Environment","us.saas/Environment User Types/P6 MPS Environment","0"
"P2 MPS Environment","us.saas/Environment User Types/P2 MPS Environment","0"
"P1 MPS Environment","us.saas/Environment User Types/P1 MPS Environment","0"
"Shared Beta MPS Environment","us.saas/Environment User Types/Shared Beta MPS Environment","0"
"Enterprise DR MPS Environment","us.saas/Environment User Types/Enterprise DR MPS Environment","0"
"Training MPS Environment","us.saas/Environment User Types/Training MPS Environment","0"
"P3 MPS Environment","us.saas/Environment User Types/P3 MPS Environment","0"
"Shared Atlanta DR Environment","us.saas/Environment User Types/Shared Atlanta DR Environment","0"
"C1 MPS Environment","us.saas/Environment User Types/C1 MPS Environment","0"
"P4 MPS Environment","us.saas/Environment User Types/P4 MPS Environment","0"
"P5 MPS Environment","us.saas/Environment User Types/P5 MPS Environment","0"
"P9 MPS Environment","us.saas/Environment User Types/P9 MPS Environment","0"
"P10 MPS Environment","us.saas/Environment User Types/P10 MPS Environment","0"
"v10 Staging1","us.saas/Environment User Types/Shared Atlanta v10 Environment/v10 Staging1","0"
"v10 Staging2","us.saas/Environment User Types/Shared Atlanta v10 Environment/v10 Staging2","0"
"Shared Miami Test Environment","us.saas/Environment User Types/Shared Miami Test Environment","0"
"EW33","us.saas/Environment WP User Types/EW33","0"
"GLE1003","us.saas/Shared Companies/GLE1003","10"
"Cloud Measurablility","us.saas/Internal Employees/Cloud Technology/Cloud Measurablility","0"
"DAT1005","us.saas/Shared Companies/DAT1005","0"
"CAR1037","us.saas/Shared Companies/CAR1037","8"
"ARA1002","us.saas/Shared Companies/ARA1002","67"
"Replication Servers","us.saas/Infrastructure Servers/Phoenix/File Servers/N0/Replication Servers","0"
"Replication Servers","us.saas/Infrastructure Servers/East/File Servers/E0/Replication Servers","0"
"E41 Environment","us.saas/Environment User Types/E41 Environment","0"
"GLO1007","us.saas/Shared Companies/GLO1007","124"
"LTHC","us.saas/Shared Companies/10588/LTHC","3"
"OME","us.saas/Infrastructure Servers/Phoenix/Application/N0/OME","0"
"REP1007","us.saas/Shared Companies/REP1007","66"
"HGP1000","us.saas/Shared Companies/HGP1000","0"
"RRI1000","us.saas/Shared Companies/RRI1000","21"
"Benefits Prime Support","us.saas/Internal Employees/Services/Benefits Prime Support","68"
"ALL1022","us.saas/Shared Companies/ALL1022","16"
"EXC1011","us.saas/Shared Companies/EXC1011","6"
"WEB1003","us.saas/Shared Companies/WEB1003","31"
"HAM1005","us.saas/Shared Companies/HAM1005","18"
"N32 Environment","us.saas/Environment User Types/N32 Environment","0"
"CAM1009","us.saas/Shared Companies/CAM1009","16"
"ARV1001","us.saas/Shared Companies/ARV1001","9"
"EW24","us.saas/Environment WP User Types/EW24","0"
"WAS1007","us.saas/Shared Companies/WAS1007","14"
"CHA1016","us.saas/Shared Companies/CHA1016","20"
"GEN1024","us.saas/Shared Companies/GEN1024","21"
"SHA1009","us.saas/Shared Companies/SHA1009","19"
"ENT1007","us.saas/Shared Companies/ENT1007","5"
"SIL1006","us.saas/Shared Companies/SIL1006","24"
"FOL1003","us.saas/Shared Companies/FOL1003","11"
"ONT1000","us.saas/Shared Companies/ONT1000","20"
"ZEN1000","us.saas/Shared Companies/ZEN1000","22"
"HAN1011","us.saas/Shared Companies/HAN1011","43"
"REA1009","us.saas/Shared Companies/REA1009","11"
"NEW1025","us.saas/Shared Companies/NEW1025","25"
"Data Warehouse","us.saas/Enterprise Servers/East/EZ/Complementary/Data Warehouse","0"
"SON1001","us.saas/Shared Companies/SON1001","5"
"Data Warehouse","us.saas/Enterprise Servers/East/ET/Complementary/Data Warehouse","0"
"MED1016","us.saas/Shared Companies/MED1016","84"
"ET2","us.saas/Application and Service Accounts/Interactive Service Accounts/ET2","21"
"ACA Benefits Services","us.saas/Internal Employees/Services/ACA Benefits Services","4"
"Covalence","us.saas/Implementation Consulting Firms/Covalence","72"
"WES1025","us.saas/Shared Companies/WES1025","19"
"The Data Smith","us.saas/Implementation Consulting Firms/The Data Smith","145"
"ET21 Environment","us.saas/Environment User Types/ET21 Environment","0"
"ET22 Environment","us.saas/Environment User Types/ET22 Environment","0"
"SFM1000","us.saas/Shared Companies/SFM1000","46"
"MIS1008","us.saas/Shared Companies/MIS1008","41"
"ACA Benefits Services Level II","us.saas/Internal Employees/Services/ACA Benefits Services Level II","30"
"FIN1003","us.saas/Shared Companies/FIN1003","21"
"Implementation Consulting Firms Sandbox","us.saas/Implementation Consulting Firms Sandbox","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"Sability Sandbox","us.saas/Implementation Consulting Firms Sandbox/Sability Sandbox","65"
"ET23 Environment","us.saas/Environment User Types/ET23 Environment","0"
"Software Engineer Read Only","us.saas/Internal Employees/Development/Software Engineer Read Only","252"
"CURA","us.saas/Shared Companies/EAT1001/CURA","0"
"ET15 Environment","us.saas/Environment User Types/ET15 Environment","0"
"Wise Consulting Sandbox","us.saas/Implementation Consulting Firms Sandbox/Wise Consulting Sandbox","60"
"Cloud Development Testing","us.saas/Internal Employees/Development/Cloud Development Testing","0"
"ET18 Environment","us.saas/Environment User Types/ET18 Environment","0"
"COR1021","us.saas/Shared Companies/COR1021","37"
"YMC1017","us.saas/Shared Companies/YMC1017","27"
"COR1022","us.saas/Shared Companies/COR1022","6"
"COM4 Global Sandbox","us.saas/Implementation Consulting Firms Sandbox/COM4 Global Sandbox","14"
"ET8","us.saas/Application and Service Accounts/Interactive Service Accounts/ET8","12"
"N29 Environment","us.saas/Environment User Types/N29 Environment","0"
"Solutions Time SA","us.saas/Internal Employees/Services/Solutions Time SA","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"JLC1000","us.saas/Shared Companies/JLC1000","14"
"Post Activation TC","us.saas/Internal Employees/Services/Post Activation TC","0"
"BEN1011","us.saas/Shared Companies/BEN1011","31"
"PRO1036","us.saas/Shared Companies/PRO1036","47"
"CON1043","us.saas/Shared Companies/CON1043","8"
"JUS1000","us.saas/Shared Companies/JUS1000","18"
"IBE1001","us.saas/Shared Companies/IBE1001","5"
"EAG1003","us.saas/Shared Companies/EAG1003","12"
"Application","us.saas/MidMarket Servers/NonEast/NWZ/Complementary/UTM/Application","0"
"ESK1000","us.saas/Shared Companies/ESK1000","19"
"EAS1009","us.saas/Shared Companies/EAS1009","30"
"EZ14 Environment","us.saas/Environment User Types/EZ14 Environment","0"
"ET83 Environment","us.saas/Environment User Types/ET83 Environment","0"
"MIL1020","us.saas/Shared Companies/MIL1020","11"
"COR1023","us.saas/Shared Companies/COR1023","49"
"SYM1000","us.saas/Shared Companies/SYM1000","31"
"EIS1000","us.saas/Shared Companies/EIS1000","18"
"LAZ1001","us.saas/Shared Companies/LAZ1001","23"
"SBA1001","us.saas/Shared Companies/SBA1001","8"
"LAS1001","us.saas/Shared Companies/LAS1001","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"EW4","us.saas/Application and Service Accounts/Interactive Service Accounts/EW4","28"
"ROY1006","us.saas/Shared Companies/ROY1006","11"
"HIB1000","us.saas/Shared Companies/HIB1000","8"
"VOR1000","us.saas/Shared Companies/VOR1000","23"
"COM1060","us.saas/Shared Companies/COM1060","31"
"PGT1000","us.saas/Shared Companies/PGT1000","30"
"GEN1025","us.saas/Shared Companies/GEN1025","52"
"CHU1000","us.saas/Shared Companies/CHU1000","22"
"DWF1000","us.saas/Shared Companies/DWF1000","7"
"FUL1001","us.saas/Shared Companies/FUL1001","33"
"JAC1009","us.saas/Shared Companies/JAC1009","31"
"MOR1014","us.saas/Shared Companies/MOR1014","23"
"TIT1003","us.saas/Shared Companies/TIT1003","13"
"FOO1001","us.saas/Shared Companies/FOO1001","19"
"AME1083","us.saas/Shared Companies/AME1083","9"
"BLH1000","us.saas/Shared Companies/BLH1000","33"
"AFL1002","us.saas/Shared Companies/AFL1002","30"
"HPH1000","us.saas/Shared Companies/HPH1000","29"
"REN1007","us.saas/Shared Companies/REN1007","65"
"HAR1015","us.saas/Shared Companies/HAR1015","43"
"Orion","us.saas/Infrastructure Servers/Phoenix/Application/N0/Orion","0"
"SPE1015","us.saas/Shared Companies/SPE1015","27"
"CAP1010","us.saas/Shared Companies/CAP1010","15"
"SCCM","us.saas/Access Types/AA/SCCM","0"
"Technical Consultants UDES","us.saas/Internal Employees/Services/Technical Consultants UDES","14"
"CZA1000","us.saas/Shared Companies/CZA1000","13"
"PAP1001","us.saas/Shared Companies/PAP1001","24"
"KEM1000","us.saas/Shared Companies/KEM1000","32"
"PCH1000","us.saas/Shared Companies/PCH1000","11"
"HOS1011","us.saas/Shared Companies/HOS1011","50"
"EW4","us.saas/Infrastructure Servers/East/DHCP/EW4","0"
"EW4","us.saas/Infrastructure Servers/East/Citrix/EW4","0"
"EW4","us.saas/Infrastructure Servers/East/DFS/EW4","0"
"EW4","us.saas/Infrastructure Servers/East/File Servers/EW4","0"
"Corp DBA","us.saas/Internal Employees/Corporate/Corp DBA","3"
"CLE1005","us.saas/Shared Companies/CLE1005","24"
"Corp Infrastructure","us.saas/Internal Employees/Corporate/Corp Infrastructure","3"
"E0","us.saas/Infrastructure Servers/East/SQL/E0","0"
"EmpCount","us.saas/Infrastructure Servers/East/SQL/E0/EmpCount","0"
"EmpCount","us.saas/Infrastructure Servers/Phoenix/SQL/N0/EmpCount","0"
"Technical Business Analysts","us.saas/Internal Employees/Corporate/Technical Business Analysts","0"
"SAL1005","us.saas/Shared Companies/SAL1005","4"
"NWZ","us.saas/Application and Service Accounts/Interactive Service Accounts/NWZ","10"
"UDES","us.saas/Infrastructure Servers/Phoenix/Application/N0/UDES","0"
"N3","us.saas/Infrastructure Servers/Phoenix/File Servers/N3","0"
"SPR1004","us.saas/Shared Companies/SPR1004","20"
"STA1019","us.saas/Shared Companies/STA1019","8"
"Citrix7x","us.saas/Ultimate Software Servers/NonEast/NZ/Ultipro/Citrix7x","0"
"UP0","us.saas/Ultimate Software Servers/NonEast/NZ/Ultipro/Citrix7x/UP0","0"
"OLD1004","us.saas/Shared Companies/OLD1004","18"
"GEN1017","us.saas/Shared Companies/GEN1017","13"
"PRI1016","us.saas/Shared Companies/PRI1016","19"
"Meritek Sandbox","us.saas/Implementation Consulting Firms Sandbox/Meritek Sandbox","9"
"Carrier Relations","us.saas/Internal Employees/Services/Carrier Relations","0"
"TEG1000","us.saas/Shared Companies/TEG1000","28"
"AME1084","us.saas/Shared Companies/AME1084","4"
"UMS Support Read Only Tax","us.saas/Internal Employees/Services/UMS Support Read Only Tax","12"
"YOU1005","us.saas/Shared Companies/YOU1005","26"
"KEN1007","us.saas/Shared Companies/KEN1007","59"
"MLB1001","us.saas/Shared Companies/MLB1001","13"
"FRA1009","us.saas/Shared Companies/FRA1009","19"
"BUR1008","us.saas/Shared Companies/BUR1008","7"
"UDT Analyst","us.saas/Internal Employees/Development/UDT Analyst","18"
"AME1085","us.saas/Shared Companies/AME1085","34"
"TOS1001","us.saas/Shared Companies/TOS1001","20"
"TRA1021","us.saas/Shared Companies/TRA1021","10"
"LAN1012","us.saas/Shared Companies/LAN1012","41"
"USG1008","us.saas/Shared Companies/USG1008","0"
"SQL","us.saas/Enterprise Servers/East/E3/Complementary/REC/SQL","0"
"SQL","us.saas/Enterprise Servers/East/E3/Complementary/UTM/SQL","0"
"SQL","us.saas/Enterprise Servers/East/E0/Complementary/ADFS/SQL","0"
"SQL","us.saas/Enterprise Servers/East/E0/Complementary/UES/SQL","0"
"SQL","us.saas/Enterprise Servers/East/E0/CDN/SQL","0"
"SQL","us.saas/Enterprise Servers/Phoenix/N0/Complementary/CDN/SQL","0"
"SQL","us.saas/Enterprise Servers/Phoenix/N0/Complementary/ADFS/SQL","0"
"SQL","us.saas/Enterprise Servers/East/EZ/Complementary/CDN/SQL","0"
"SQL","us.saas/Enterprise Servers/Phoenix/N1/Complementary/Data Warehouse/SQL","0"
"SQL","us.saas/Enterprise Servers/Phoenix/N2/Complementary/Data Warehouse/SQL","0"
"SQL","us.saas/Enterprise Servers/East/E1/Complementary/Data Warehouse/SQL","0"
"SQL","us.saas/Enterprise Servers/East/E2/Complementary/Data Warehouse/SQL","0"
"SQL","us.saas/Enterprise Servers/East/E3/Complementary/Data Warehouse/SQL","0"
"SQL","us.saas/Enterprise Servers/East/EZ/Complementary/Data Warehouse/SQL","0"
"SQL","us.saas/Enterprise Servers/Phoenix/N3/Complementary/Data Warehouse/SQL","0"
"SQL","us.saas/Enterprise Servers/Phoenix/N3/Complementary/UTM/SQL","0"
"SQL","us.saas/Enterprise Servers/Phoenix/N3/Complementary/UTA/SQL","0"
"SQL","us.saas/Enterprise Servers/Phoenix/N3/Complementary/REC/SQL","0"
"SQL","us.saas/Enterprise Servers/Phoenix/N3/Cognos/SQL","0"
"SQL","us.saas/Ultimate Software Servers/East/E3/Cognos/SQL","0"
"SQL","us.saas/Ultimate Software Servers/East/E3/Complementary/ONB/SQL","0"
"SQL","us.saas/Ultimate Software Servers/East/E3/Complementary/UTM/SQL","0"
"SQL","us.saas/Ultimate Software Servers/East/E3/Complementary/UTA/SQL","0"
"SQL","us.saas/Ultimate Software Servers/East/E3/Complementary/REC/SQL","0"
"SQL","us.saas/Enterprise Servers/East/ET/Complementary/Data Warehouse/SQL","0"
"SQL","us.saas/Enterprise Servers/East/ET/Complementary/ONB/SQL","0"
"SQL","us.saas/Enterprise Servers/East/ET/Complementary/UTM/SQL","0"
"SQL","us.saas/Enterprise Servers/East/ET/Complementary/UTA/SQL","0"
"SQL","us.saas/Enterprise Servers/East/ET/Complementary/REC/SQL","0"
"SQL","us.saas/Enterprise Servers/Phoenix/N0/Smart Tax Search/SQL","0"
"SQL","us.saas/Enterprise Servers/East/E0/Smart Tax Search/SQL","0"
"SQL","us.saas/Ultimate Software Servers/NonEast/NZ/Cognos/SQL","0"
"SQL","us.saas/Ultimate Software Servers/NonEast/NZ/Complementary/ONB/SQL","0"
"SQL","us.saas/Ultimate Software Servers/NonEast/NZ/Complementary/REC/SQL","0"
"SQL","us.saas/Ultimate Software Servers/NonEast/NZ/Complementary/UTA/SQL","0"
"SQL","us.saas/Ultimate Software Servers/NonEast/NZ/Complementary/UTM/SQL","0"
"SQL","us.saas/Enterprise Servers/East/E4/Complementary/Data Warehouse/SQL","0"
"SQL","us.saas/Enterprise Servers/East/E4/Complementary/UTA/SQL","0"
"SQL","us.saas/Enterprise Servers/East/E4/Complementary/ONB/SQL","0"
"SQL","us.saas/Enterprise Servers/East/E4/Complementary/UTM/SQL","0"
"SQL","us.saas/Enterprise Servers/East/E4/Complementary/REC/SQL","0"
"SQL","us.saas/Enterprise Servers/East/E4/Cognos/SQL","0"
"DSC1000","us.saas/Shared Companies/DSC1000","27"
"HAW1004","us.saas/Shared Companies/HAW1004","19"
"HAM1006","us.saas/Shared Companies/HAM1006","10"
"HAR1016","us.saas/Shared Companies/HAR1016","6"
"AUT1008","us.saas/Shared Companies/AUT1008","17"
"LGE1000","us.saas/Shared Companies/LGE1000","26"
"USI1001","us.saas/Shared Companies/USI1001","41"
"CON1046","us.saas/Shared Companies/CON1046","32"
"LIO1000","us.saas/Shared Companies/LIO1000","29"
"Application","us.saas/Enterprise Servers/East/E1/Complementary/UTA/Application","0"
"EMC1002","us.saas/Shared Companies/EMC1002","11"
"STA1022","us.saas/Shared Companies/STA1022","4"
"INT1050","us.saas/Shared Companies/INT1050","14"
"MUY1000","us.saas/Shared Companies/MUY1000","44"
"EW34","us.saas/Environment WP User Types/EW34","0"
"EW41","us.saas/Environment WP User Types/EW41","0"
"EW42","us.saas/Environment WP User Types/EW42","0"
"ALP1007","us.saas/Shared Companies/ALP1007","11"
"NEW1030","us.saas/Shared Companies/NEW1030","5"
"CHE1010","us.saas/Shared Companies/CHE1010","5"
"NIP1000","us.saas/Shared Companies/NIP1000","8"
"PAL1006","us.saas/Shared Companies/PAL1006","11"
"NWZ11","us.saas/Environment WP User Types/NWZ11","0"
"EZ","us.saas/Application and Service Accounts/Interactive Service Accounts/EZ","6"
"EZ","us.saas/Infrastructure Servers/East/Citrix/EZ","0"
"EZ2 Citrix FAS","us.saas/Infrastructure Servers/East/Citrix/EZ/EZ2 Citrix FAS","0"
"IDE1004","us.saas/Shared Companies/IDE1004","0"
"BUR1009","us.saas/Shared Companies/BUR1009","18"
"SOU1040","us.saas/Shared Companies/SOU1040","34"
"GLA1001","us.saas/Shared Companies/GLA1001","17"
"AUD1002","us.saas/Shared Companies/AUD1002","22"
"VER1012","us.saas/Shared Companies/VER1012","24"
"GOO1027","us.saas/Shared Companies/GOO1027","11"
"APA1000","us.saas/Shared Companies/APA1000","11"
"Atlanta","us.saas/Enterprise Servers/East/Atlanta","0"
"Atlanta","us.saas/Infrastructure Servers/East/Citrix/Atlanta","0"
"Atlanta","us.saas/Infrastructure Servers/East/SQL/Atlanta","0"
"Atlanta","us.saas/Infrastructure Servers/East/Application/Atlanta","0"
"NZ14 Environment","us.saas/Environment User Types/NZ14 Environment","0"
"Management","us.saas/Enterprise Servers/East/Atlanta/Management","0"
"Dedicated","us.saas/Enterprise Servers/East/Atlanta/Dedicated","0"
"CHS Test","us.saas/Enterprise Servers/East/Atlanta/Dedicated/CHS Test","0"
"Complementary","us.saas/Enterprise Servers/East/Atlanta/Complementary","0"
"MasterTax","us.saas/Enterprise Servers/East/Atlanta/Complementary/MasterTax","0"
"SQL","us.saas/Enterprise Servers/East/Atlanta/Complementary/MasterTax/SQL","0"
"E0 Implementation Partners","us.saas/Environment User Types/E0 Implementation Partners","0"
"N0 Implementation Partners","us.saas/Environment User Types/N0 Implementation Partners","0"
"ROC1007","us.saas/Shared Companies/ROC1007","37"
"INT1052","us.saas/Shared Companies/INT1052","81"
"UltiFactor","us.saas/Access Types/AA/UltiFactor","0"
"Application","us.saas/Enterprise Servers/Phoenix/N3/Complementary/UTA/Application","0"
"ROS1005","us.saas/Shared Companies/ROS1005","3"
"CLI1007","us.saas/Shared Companies/CLI1007","10"
"Custom Nexus","us.saas/Internal Employees/Development/Custom Nexus","0"
"TekPartners","us.saas/Implementation Consulting Firms/TekPartners","1373"
"ROP1001","us.saas/Shared Companies/ROP1001","19"
"Learning ET","us.saas/Internal Employees/Learning ET","12"
"Tax Excellence","us.saas/Internal Employees/Services/Tax Excellence","26"
"Platform Activation Analysts","us.saas/Internal Employees/Other/Platform Activation Analysts","5"
"UTE Tax App","us.saas/Internal Employees/Development/UTE Tax App","96"
"Solutions Workload","us.saas/Internal Employees/Services/Solutions Workload","0"
"RST Team","us.saas/Internal Employees/Development/RST Team","2"
"UTE Tax App Read Only","us.saas/Internal Employees/Development/UTE Tax App Read Only","10"
"Clock Specialists","us.saas/Internal Employees/Other/Clock Specialists","3"
"BI Consultants SQL ddladmin","us.saas/Internal Employees/Services/BI Consultants SQL ddladmin","7"
"Custom Automation Tool","us.saas/Enterprise Servers/East/E0/Custom Automation Tool","0"
"DEL1011","us.saas/Shared Companies/DEL1011","8"
"EAS1011","us.saas/Shared Companies/EAS1011","11"
"XPE1000","us.saas/Shared Companies/XPE1000","4"
"NWZ12","us.saas/Environment WP User Types/NWZ12","0"
"CAR1044","us.saas/Shared Companies/CAR1044","20"
"Optina","us.saas/Implementation Consulting Firms/Optina","144"
"URM1000","us.saas/Shared Companies/URM1000","4"
"Neosystems","us.saas/Implementation Consulting Firms/Neosystems","10"
"DRI1004","us.saas/Shared Companies/DRI1004","34"
"Neosystems Sandbox","us.saas/Implementation Consulting Firms Sandbox/Neosystems Sandbox","12"
"Bluewater Sandbox","us.saas/Implementation Consulting Firms Sandbox/Bluewater Sandbox","63"
"GRO1007","us.saas/Shared Companies/GRO1007","9"
"ACE1005","us.saas/Shared Companies/ACE1005","24"
"GRI1006","us.saas/Shared Companies/GRI1006","11"
"RMO1000","us.saas/Shared Companies/RMO1000","29"
"PRE1017","us.saas/Shared Companies/PRE1017","10"
"CAR1043","us.saas/Shared Companies/CAR1043","17"
"SHO1008","us.saas/Shared Companies/SHO1008","15"
"DUQ1000","us.saas/Shared Companies/DUQ1000","16"
"STE1024","us.saas/Shared Companies/STE1024","16"
"VON1000","us.saas/Shared Companies/VON1000","21"
"WEN1005","us.saas/Shared Companies/WEN1005","7"
"NOV1003","us.saas/Shared Companies/NOV1003","0"
"SOU1042","us.saas/Shared Companies/SOU1042","27"
"LAL1000","us.saas/Shared Companies/LAL1000","17"
"UDT SQL Read Only","us.saas/Internal Employees/Development/UDT SQL Read Only","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"EZ0","us.saas/Infrastructure Servers/East/Web/EZ0","0"
"SAN1013","us.saas/Shared Companies/SAN1013","6"
"Leading Edge Sandbox","us.saas/Implementation Consulting Firms Sandbox/Leading Edge Sandbox","20"
"ACA1002","us.saas/Shared Companies/ACA1002","8"
"High Availability","us.saas/Enterprise Servers/East/E0/High Availability","0"
"Web","us.saas/Enterprise Servers/East/E0/High Availability/Web","0"
"Infrastructure Engineering","us.saas/Internal Employees/Cloud Technology/Infrastructure Engineering","0"
"Infrastructure Engineering EA","us.saas/Internal Employees/Cloud Technology/Infrastructure Engineering/Infrastructure Engineering EA","0"
"MML","us.saas/Access Types/AA/MML","0"
"PAC1019","us.saas/Shared Companies/PAC1019","33"
"Decision Support","us.saas/Internal Employees/Services/Decision Support","0"
"NW1","us.saas/Infrastructure Servers/Phoenix/DFS/NW1","0"
"NW1","us.saas/Infrastructure Servers/Phoenix/DHCP/NW1","0"
"NW1","us.saas/Infrastructure Servers/Phoenix/File Servers/NW1","0"
"NAT1041","us.saas/Shared Companies/NAT1041","5"
"UCN SQL Read Only","us.saas/Internal Employees/Development/UCN SQL Read Only","0"
"HAR1017","us.saas/Shared Companies/HAR1017","10"
"DOW1000","us.saas/Shared Companies/DOW1000","7"
"NEW1033","us.saas/Shared Companies/NEW1033","14"
"SQL","us.saas/Enterprise Servers/East/E0/Management/SQL","0"
"Providence Technology","us.saas/Implementation Consulting Firms/Providence Technology","17"
"Bluewater","us.saas/Implementation Consulting Firms/Bluewater","0"
"TOS1002","us.saas/Shared Companies/TOS1002","20"
"Application","us.saas/Enterprise Servers/East/E2/Cognos/Application","0"
"Eventing","us.saas/Enterprise Servers/East/EZ/Complementary/Eventing","0"
"Hub","us.saas/Enterprise Servers/East/EZ/Complementary/Eventing/Hub","0"
"EZ21","us.saas/Enterprise Servers/East/EZ/Cognos/Application/EZ21","0"
"SQL","us.saas/Enterprise Servers/East/E2/Cognos/SQL","0"
"PAR1022","us.saas/Shared Companies/PAR1022","11"
"HOM1011","us.saas/Shared Companies/HOM1011","17"
"ET19 Environment","us.saas/Environment User Types/ET19 Environment","0"
"HOT1008","us.saas/Shared Companies/HOT1008","76"
"Application","us.saas/MidMarket Servers/East/EW4/Complementary/Cognos/Application","0"
"GEN1029","us.saas/Shared Companies/GEN1029","0"
"NW0","us.saas/Infrastructure Servers/Phoenix/SQL/NW0","0"
"NW0","us.saas/Infrastructure Servers/Phoenix/Application/NW0","0"
"ET25 Environment","us.saas/Environment User Types/ET25 Environment","0"
"Gosa Group Sandbox","us.saas/Implementation Consulting Firms Sandbox/Gosa Group Sandbox","13"
"Coligos","us.saas/Implementation Consulting Firms/Coligos","954"
"EZ2D","us.saas/Enterprise Servers/East/EZ/Ultipro/DPM/EZ2D","0"
"SAV1002","us.saas/Shared Companies/SAV1002","34"
"ALP1006","us.saas/Shared Companies/ALP1006","23"
"AME1088","us.saas/Shared Companies/AME1088","35"
"Data Conversion","us.saas/Access Types/AA/Data Conversion","0"
"MED1017","us.saas/Shared Companies/MED1017","16"
"NW1","us.saas/Application and Service Accounts/Interactive Service Accounts/NW1","33"
"FAN1001","us.saas/Shared Companies/FAN1001","53"
"NW1","us.saas/Infrastructure Servers/Phoenix/Citrix/NW1","0"
"COR1025","us.saas/Shared Companies/COR1025","30"
"SQL","us.saas/Enterprise Servers/Phoenix/N0/Applications/SQL","0"
"Citrix7x","us.saas/Enterprise Servers/Phoenix/N3/Ultipro/Citrix7x","0"
"N32","us.saas/Enterprise Servers/Phoenix/N3/Ultipro/Citrix7x/N32","0"
"10713","us.saas/Shared Companies/10713","30"
"BEL1004","us.saas/Shared Companies/BEL1004","17"
"GEN1027","us.saas/Shared Companies/GEN1027","31"
"ROL1001","us.saas/Shared Companies/ROL1001","10"
"DBI1000","us.saas/Shared Companies/DBI1000","6"
"BPM","us.saas/Access Types/AA/BPM","0"
"ALP1009","us.saas/Shared Companies/ALP1009","9"
"ET28","us.saas/Enterprise Servers/East/ET/Cognos/Application/ET28","0"
"ET26","us.saas/Enterprise Servers/East/ET/Cognos/Application/ET26","0"
"ET27","us.saas/Enterprise Servers/East/ET/Cognos/Application/ET27","0"
"ElasticSearch Servers","us.saas/ElasticSearch Servers","0"
"East","us.saas/ElasticSearch Servers/East","0"
"E0","us.saas/ElasticSearch Servers/East/E0","0"
"AdminServers","us.saas/Enterprise Servers/East/E0/Management/SQL/AdminServers","0"
"REC1005","us.saas/Shared Companies/REC1005","31"
"OPE1003","us.saas/Shared Companies/OPE1003","13"
"Data Engineers Read Only","us.saas/Internal Employees/Development/Data Engineers Read Only","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection"
"GPS1000","us.saas/Shared Companies/GPS1000","10"
"10377","us.saas/Shared Companies/10377","0"
"10373","us.saas/Shared Companies/10373","0"
"10671","us.saas/Shared Companies/10671","0"
"Citrix","us.saas/Enterprise Servers/East/E1/Ultipro/Citrix","0"
"Delta Force","us.saas/Internal Employees/Development/Delta Force","4"
"EW43","us.saas/Environment WP User Types/EW43","0"
"EW44","us.saas/Environment WP User Types/EW44","0"
"UTE QE","us.saas/Infrastructure Servers/East/Citrix/E0/JumpPoint/UTE QE","0"
"Parsely","us.saas/Enterprise Servers/East/E0/Complementary/Parsely","0"
"Web","us.saas/Enterprise Servers/East/E0/Complementary/Parsely/Web","0"
"Parsely","us.saas/Enterprise Servers/Phoenix/N0/Complementary/Parsely","0"
